LOCATION NAME,DISPLAY_CALL_NO,ITEM_ENUM,CHRON,CountOfCHARGE_DATE,TITLE
,LB2331.66 .H53 2007,,,2,"Effective leadership communication : a guide for department chairs and deans for managing difficult situations and people / Mary Lou Higgerson, Teddi A. Joyce. "
,LB2331.685.G7 .H88 1995,,,1,Human resource management in higher and further education / edited by David Warner and Elaine Crosthwaite. 
,LB2331.72 .G15 2007,,,1,"Rethinking faculty work : higher education's strategic imperative / Judith M. Gappa, Ann E. Austin, Andrea G. Trice. "
,LB2331.72 .Sch8 2006,,,1,"American faculty : the restructuring of academic work and careers / Jack H. Schuster, Martin J. Finkelstein ; in collaboration with Jesus Francisco Galaz-Fontes, Mandy Liu. "
,LB2333 .Ar6 2007,,,1,"Developing a comprehensive faculty evaluation system : a guide to designing, building, and operating large-scale faculty evaluation systems / Raoul A. Arreola. "
,LB2333 .Se4 2006,,,1,"Evaluating faculty performance : a practical guide to assessing teaching, research, and service / Peter Seldin and associates. "
,LB2333.72 .D54 1999,,,1,"Aligning faculty rewards with institutional mission : statements, policies and guidelines / Robert M. Diamond. "
,LB2334 .T75 1998,,,2,Employment practices in the professions : fresh ideas from inside and outside the academy / by C. Ann Trower. 
,LB2336 .Su8 2004,,,1,Assessing student learning : a common sense guide / Linda Suskie. 
,LB2341 .D46 2001,,,1,Leading edge : competencies for community college leadership in the new millennium / Carolyn Desjardins with Sheila Huff ; foreword by Margaret J. Wheatley. 
,LB2341 .L36 2004,,,1,"Sustaining and improving learning communities / Jodi Levine Laufgraben, Nancy S. Shapiro. "
,LB2341.8.G7 .M12 2010,,,3,Higher education manager's handbook : effective leadership and management in universities and colleges / Peter Mcaffery. 
,LB2341.8.G7 B96 2000 HEC,,,1,Leadership and strategic management in education / Tony Bush and Marianne Coleman. 
,LB2342.9 .B64 2003,,,1,"Book of professional standards for higher education / Theodore K. Miller, CAS publications editor. "
,LB2342.92 .B24 2010 HEC,,,1,Student engagement techniques : a handbook for college faculty / Elizabeth F. Barkley. 
,LB2342.92 .C68 1997 HEC,,,1,College student affairs administration / edited by Elizabeth J. Whitt. 
,LB2343.3 .Up1 2005,,,1,"Challenging and supporting the first-year student : a handbook for improving the first year of college / M. Lee Upcraft, John N. Gardner, Betsy O. Barefoot. "
,LB2343.4 .Ac4 2005,,,1,Achieving and sustaining institutional excellence for the first year of college / Betsy O. Barefoot ... [et al.]. 
,LB2343.4 .Ev1 1998 HEC,,,2,"Student development in college : theory, research, and practice / Nancy J. Evans, Deanna S. Forney, Florence Guido-DiBrito. "
,LB2368 .B81 1996 HEC,,,1,"500 tips on assessment / Sally Brown, Sally Brown, and Brenda Smith. "
,LB2369 .L56 2010,,,3,"Writing research papers : a complete guide / James D. Lester, James D. Lester, Jr. "
,LB2369 .N93 2007,,,33,How to write effective essays & research papers / Pat Nurse. 
,LB2369 .R86 2004,,,1,How to find information : a guide for researchers / Sally Rumsey. 
,LB2369 .T23 1989,,,3,How to write a thesis : a guide to the research paper / Harry Teitelbaum. 
,LB2369 .T36 2003 HEC,,,3,Blending qualitative & quantitative research methods in theses and dissertations / R. Murray Thomas. 
,LB2371 .W58 2001 HEC,,,1,"Postgraduate research handbook : succeed with your MA, MPhil, EdD and PhD / Gina Wisker. "
,LB2395 .C82 2001 HEC,,,2,Teaching study skills and supporting learning / Stella Cottrell. 
,LB2395 .F15 1996,,,3,"Reading, writing and reasoning : a guide for students / Gavin J. Fairbairn, Christopher Winch. "
,LB2395 .L25 2007,,,5,Reading and study skills / John Langan. 
,LB2395.3 .M25 2007,,,2,College reading & study skills / Kathleen T. McWhorter. 
,LB2395.3 .M58 2003,,,1,Developing critical reading skills / Deanne Spears. 
,LB2395.3 .Sm5 2007,,,3,Reader's handbook : reading strategies for college and everyday life / Brenda D. Smith. 
,LB2395.3 .Sm5 2008,,,1,Bridging the gap : college reading / Brenda D. Smith. 
,LB2395.35 .M77 2008,,,2,Critical thinking : an exploration of theory and practice / Jennifer Moon. 
,LB2805 .Im1 2000 HEC,,,1,Images of educational change / edited by Herbert Altrichter and John Elliott. 
,LB2806 .F95 2001,,,1,Leading in a culture of change / Michael Fullan. 
,LB2806.15 .H38 1995,,,1,Curriculum development for education reform / Kenneth T. Henson. 
,LB2822.75 .H15 2004,,,1,Hallmarks of effective outcomes assessment / edited by Trudy W. Banta. 
,LB2822.8 .F95 1992 HEC,,,1,Successful school improvement : the implementation perspective and beyond / Michael G. Fullan. 
,LB3013 .C16 2000 HEC,,,1,Classroom management strategies : gaining and maintaining students' cooperation / James S. Cangelosi. 
,LB3013 .M36 2003,,,1,Classroom management that works : research-based strategies for every teacher / Robert J. Marzano with Jana S. Marzano & Debra J. Pickering. 
,LB3013.3.V81 .A4 1998,,,1,"Violence in American schools : a new perspective / edited by Delbert S. Elliott, Beatrix A. Hamburg, Kirk R. Williams. "
,LB3013.4 .Op2 2008,,,6,Social work in schools : principles and practice / Linda Openshaw ; series editors note by Nancy Boyd Webb. 
,LB3051 .M22 2008 HEC,,,1,Assessment essentials for standards-based education / James H. McMillan. 
,LB3051 .W63 1993 HEC,,,1,Assessing student performance : exploring the purpose and limits of testing / Grant P. Wiggins. 
,LB3051 .W63 1998,,,1,Educative assessment : designing assessments to inform and improve student performance / Grant Wiggins. 
,LB3063 .St4 2005,,,1,"Introduction to rubrics : an assessment tool to save grading time, convey effective feedback, and promote student learning / Dannelle D. Stevens, Antonia Levi. "
,LB3605 .K83 2007,,,201,"Exploring leadership : for college students who want to make a difference / Susan R. Komives, Nance Lucas, Timothy R. McMahon. "
,LB3605 .K83 2013,,,61,"Exploring leadership : for college students who want to make a difference / Susan R. Komives, Nance Lucas, Timothy R. McMahon. "
,LB3605 .K83 2013,Dept.,,17,"Exploring leadership : for college students who want to make a difference / Susan R. Komives, Nance Lucas, Timothy R. McMahon. "
,LB875 .D51 1998 HEC,,,1,Experience and education / by John Dewey. 
,LC1037.8 .F92 2000 HEC,,,1,From initial education to working life : making transitions work. 
,LC1047.G7 .W83 1995 HEC,,,1,Competence-based assessment / Alison Wolf. 
,LC1049 .W89 2001,,,1,Work-based learning : a new higher education? / edited by David Boud and Nicky Solomon. 
,LC1200 .In2 1999 HEC,,,1,Inclusive education at work : students with disabilities in mainstream schools. 
,LC173 .P96 1997 HEC,,,1,Public policy and higher education / edited by Lester F. Goodchild ... [et al.]. 
,LC191 .B21 2011,,,4,"Sociology of education : a systematic analysis / Jeanne H. Ballantine, Floyd M. Hammack. "
,LC191 .B254 2001,,,3,Sociology of education : a systematic analysis / Jeanne H. Ballantine. 
,LC191.4 .R47 2004,,,1,Equality and achievement : an introduction to the sociology of education / Cornelius Riordan. 
,LC191.8.G7 .C65 2001,,,1,Education and social change / Amanda Coffey. 
,LC212.862 .Ac1 2003,,,1,"Academic and workplace sexual harassment : a handbook of cultural, social science, management, and legal perspectives / edited by Michele Paludi and Carmen A. Paludi, Jr. "
,LC213 .C67 1998,,,1,Changing education for diversity / David Corson. 
,LC213 .Ed8 1999 HEC,,,1,"Education, equity and transformation / edited by Crain Soudien and Peter Kallaway with Mignonne Brier. "
,LC225 .C89 1999,,,3,"Causes of exclusion : home, school and the development of young criminals / Cedric Cullingford. "
,LC2781.5 .B79 2000 HEC,,,1,Brothers of the academy : up and coming black scholars earning our way in higher education / edited by Lee Jones ; foreword by Na'im Akbar. 
,LC32 .G91 1999 HEC,,,1,Peak learning : how to create your own lifelong education program for personal enlightenment and professional success / Ronald Gross. 
,LC3969 .Ad6 2003,,,3,Administering special education programs : a pratical guide for school leaders / edited by H. Roberta Weaver ... [et al.]. 
,LC3981 .H15 2012,,,12,"Exceptional learners : an introduction to special education / Daniel P. Hallahan, James M. Kauffman, Paige C. Pullen. "
,LC3981 .H49 2013,,,9,Exceptional children : an introduction to special education / William L. Heward. 
,LC4019 .B38 2007,,,3,"Assistive technology : access for all students / Lawrence A. Beard, Laura Bowden Carpenter, Linda Johnston. "
,LC4019.3 .Sa1 2010,,,1,"Assistive technology for young children : creating inclusive learning environments / by Kathleen Curry Sadao, and Nancy B. Robinson. "
,LC4031 .C86 1995,,,1,"Creating an inclusive school / Richard A. Villa and Jacqueline S. Thousand, editors. "
,LC5215 .C81 2008,,,1,Learning to teach adults : an introduction / Nicholas Corder. 
,LC5215 .R63 2001,,,1,Adults learning / Jenny Rogers. 
,LC5219 .St3 2000,,,1,Successful lifelong learning : ten tactics for today and tomorrow / Robert L. Steinbach. 
,LC5225.L42 .K76 2005,,,1,"Adult learner : the definitive classic in adult education and human resource development / Malcolm S. Knowles, Elwood F. Holton III, Richard A. Swanson. "
,LC5225.L42 .M55 2007,,,2,"Learning in adulthood : a comprehensive guide / Sharan B. Merriam, Rosemary S. Caffarella, Lisa M. Baumgartner. "
,LC5225.L42 .Se4 2006,,,1,"Adult learning in the digital age : information technology and the learning society / Neil Selwyn, Stephen Gorard and John Furlong. "
,LC6519 RAW 1993,,,2,Presentation and communication skills : a handbook for practitioners / Karen Rawlins. 
,LC67.6 .G72 2007,,,1,Higher education and sustainable development : paradox and possibility / Stephen Gough and William Scott. 
,LC92.C27 .T78 2002,,,1,"Access, equity, and performance : education in Barbados, Guyana, Jamaica, and Trinidad and Tobago / Mun C. Tsang, Michelle Fryer, and Gregorio Arevalo. "
,LC92.W47 .As7 2002,,,1,Associate Degree in the Caribbean with particular reference to the OECS / editorial team Bevis F. Peters...[et al.] 
,LC93.G7 .C23 1996,,,1,Education and the struggle for democracy : the politics of educational ideas / Wilfred Carr and Anthony Hartnett. 
,M125 .B26 2000,,,1,Baroque guitar / selected and transcribed by Frederick Noad. 
,M125 .R29 2000,,,1,"Renaissance guitar : [solos, duets and songs / by 16th century composers for the guitar, lute, vihuela, including Milan, Narvaez, Dowland, Cutting and others] ; selected and transcribed by Frederick Noad. "
,M129 .B12 1998,,,1,"Mel Bay presents J.S. Bach, six unaccompanied cello suites arranged for guitar. "
,M129 .G79 1997,,,1,Great classical themes : easy guitar with notes & tab. 
,M129.B3 .C34 1963,,,1,Error(12001)
,M1681.T718 .K12 2011,,,2,Kaiso magazine. 
,M293 .B12 2005,,,1,Bach inventions : for guitar duet / arranged and performed by Jerry Willard. 
,ML215.C27 .B49 1985,,,1,Caribbean as a musical region / Kenneth M. Bilby. 
,ML3486.T7 .G54 1991,,,5,"Forty years in the steelbands, 1939-1979 / George ""Sonny"" Goddard ; edited with an introduction and epilogue by Roy D. Thomas. "
,ML3486.T7 .L75 1986,,,2,Kaiso and society / by Hollis Urban Lester Liverpool. 
,ML3486.T7 .Q3 1994,,,1,Atilla's kaiso : a short history of Trinidad calypso / Raymond Quevedo (Atilla the Hun) ; with a foreword by Errol Hill. 
,ML3486.T7 .St9 1995,,,9,Steelband movement : the forging of a national art in Trinidad and Tobago / Stephen Stuempfle. 
,ML3549 .M97 1994,,,1,Error(12001)
,ML3565 .El2 1972,,,2,"Folk song and folk life in Charlotteville : aspects of village life as dynamics of acculturation in a Tobago folk song tradition / J. D. Elder ; paper prepared for twenty-first conference of the International Folk Music Council, Kingston, Jamaica, West In"
,ML3565 .J66 1982,,,1,"Steelband : a history : the Winston ""Spree"" Simon story / by Anthony Mark Jones. "
,ML3565 .R14 2001,,,1,Creating their own space : the development of an Indian-Caribbean musical tradition / Tina K. Ramnarine. 
,ML3565 .R63 1990,,,5,Calypso & society in pre-independence Trinidad / Gordon Rohlehr. 
,ML3565 .T21 1977,,,1,Parang of Trinidad / by Daphne Pawan Taylor ; music transcribed by George Alexander Thomas. 
,ML3565 .W24 1983,,,2,Trinidad calypso : a study of the calypso as oral literature / Keith Q. Warner. 
,ML385 .L75 2003,,,1,From the horse's mouth : an analysis of certain significant aspects in the development of the calypso and society as gleaned from personal communication with some outstanding calypsonians / by Hollis Urban Liverpool. 
,ML420.G866 .G35 1994,,,1,No surrender : a biography of the Growling Tiger / Rawle Gibbons. 
,ML420.L583 .L11 1977,,,1,Hollis Liverpool (the Mighty Chalkdust) and his Calypsoes / by Claudette La Fortune. 
,MT6 KAM 1996,,,4,Music : an appreciation / Roger Kamien. 
,N5760 .R66 1993,,,1,Roman art in context : an anthology / [compiled by] Eve d'Ambra. 
,N5975 .B44 2002,,,5,Art of the Middle Ages / Janetta Rebold Benton. 
,N6260 .B57 1994,,,2,Art and architecture of Islam 1250-1800 / Sheila S. Blair and Jonathan M. Bloom. 
,N6490 .Ar6 2009,,,3,"History of modern art : painting, sculpture, architecture, photography / H.H. Arnason, Elizabeth C. Mansfield. "
,N6502.5 .L83 1993,,,1,Latin American art of the 20th century / Edward Lucie-Smith. 
,N6845 .B62 1999,,,1,"Art and architecture in France, 1500-1700 / Anthony Blunt . "
,N70 .G64 1969,,,3,Art and illusion : a study in the psychology of pictorial representation / E. H. Gombrich. 
,N7350 .St2 1984,,,1,Japanese art / Joan Stanley-Baker. 
,N7480 .Su1 1998,,,1,"Subjects of art history : historical objects in contemporary perspectives / edited by Mark A. Cheetham, Michael Ann Holly. Keith Moxey. "
,NC1001 .B26 2004,,,1,Designing a digital portfolio / Cynthia L. Baron. 
,NC1001 .Ei8 2006,,,4,Building design portfolios : innovative concepts for presenting your work / Sara Eisenman. 
,NC1001 .H36 2006,,,4,Becoming a graphic designer : a guide to careers in design / Steven Heller & Teresa Fernandes. 
,NC1002.L47 .L56 2005,,,1,Letterhead & logo design 9 / [Christopher Simmons]. 
,NC1002.P33 .D92 2008,,,5,Package design workbook : the art and science of successful packaging / Steven DuPuis and John Silva ; design by Braue-DuPuis. 
,NC1765 .W67 2001,,,1,Animator's survival kit / Richard Williams. 
,NC730 .Sa3 2008,,,5,"Drawing : a contemporary approach / Teel Sale, Claudia Betti. "
,NC997 .L23 2011,,,2,Graphic design solutions / Robin Landa. 
,NC997 .M62 2008,,,3,Essential principles of graphic design / Debbie Millman. 
,ND1488 .B61 2012,,,1,Contemporary color : theory & use / by Steven Bleicher. 
,ND196.S8 .B75 2002,,,1,Error(12001)
,NK1548 .Ei8 2000,,,4,Pantone guide to communicating with color / by Leatrice Eiseman. 
,P 306.5 .C15 1998,,,1,Translation into the second language / Stuart Campbell. 
,P118.15 .F76 1995,,,1,Foreign language learning : the journey of a lifetime / edited by Richard Donato and Robert M. Terry. 
,P306 .M92 2008,,,1,Introducing translation studies : theories and applications / Jeremy Munday. 
,P306 .So2 1998,,,1,"Translator's handbook, 1998 / by Morry Sofer. "
,P306 .T68 1987,,,1,"Translation excellence : assessment, achievement, maintenance / edited by Marilyn Gaddis Rose. "
,P306.5 .B41 1991,,,1,"Translation and translating : theory and practice / Roger T. Bell ; [general editor, C.N. Candlin]. "
,P306.5 .L26 1991,,,2,"Teaching translation and interpreting : training, talent, and experience / edited by Cay Dollerup and Anne Loddegaard. "
,P306.5 .P75 2004,,,1,Introducing interpreting studies / Franz Pochhacker. 
,P90 .Ad5 2010,,,16,"Understanding human communication / Ronald B. Adler, George Rodman. "
,P90 .B23 2006,,,2,Introduction to mass communication : media literacy and culture / Stanley J. Baran. 
,P90 .B23 2009,,,7,"Mass communication theory : foundations, ferment, and future / Stanley J. Baran, Dennis K. Davis. "
